orderNo,customerID,firstName,lastName,gender,income,education,occupation,productCost,saleAmount,item,itemCategory,saleCountry,Profit,Region
SO50569,20930,Drew,Chande,M,40000,Bachelors,Skilled Manual,486.7066,782.99,"Road-650 Black, 60",Components,Germany,296.2834,Europe
SO51455,26831,Drew,Raje,M,30000,Bachelors,Clerical,755.1508,1214.85,"Touring-2000 Blue, 54",Clothing,Germany,459.6992,Europe
SO59978,26944,Drew,Nara,M,10000,High School,Manual,343.6496,539.99,"Road-750 Black, 58",Components,United Kingdom,196.3404,Europe
SO59987,13606,Drew,Sharma,M,100000,Partial College,Management,1265.6195,2319.99,"Mountain-200 Silver, 42",Bikes,Germany,1054.3705,Europe
SO60446,20831,Drew,Xu,M,30000,Graduate Degree,Clerical,713.0798,1120.49,"Road-550-W Yellow, 42",Components,Germany,407.4102,Europe
SO62032,21679,Drew,Yuan,M,30000,High School,Manual,1082.51,1700.99,"Road-350-W Yellow, 48",Components,United Kingdom,618.48,Europe
SO63014,20930,Drew,Chande,M,40000,Bachelors,Skilled Manual,419.7784,769.49,"Mountain-400-W Silver, 42",Bikes,Germany,349.7116,Europe
SO68877,25453,Drew,She,M,30000,Bachelors,Clerical,713.0798,1120.49,"Road-550-W Yellow, 48",Components,United Kingdom,407.4102,Europe
SO71467,20930,Drew,Chande,M,40000,Bachelors,Skilled Manual,461.4448,742.35,"Touring-3000 Blue, 54",Clothing,Germany,280.9052,Europe
SO73383,13606,Drew,Sharma,M,100000,Partial College,Management,461.4448,742.35,"Touring-3000 Blue, 50",Clothing,Germany,280.9052,Europe
SO74089,13606,Drew,Sharma,M,100000,Partial College,Management,343.6496,539.99,"Road-750 Black, 48",Components,Germany,196.3404,Europe
SO45467,11422,Dustin,Deng,M,170000,Bachelors,Management,1912.1544,3399.99,"Mountain-100 Silver, 42",Bikes,United Kingdom,1487.8356,Europe
SO47493,28569,Dustin,Jai,M,40000,Partial College,Clerical,1105.81,2049.0982,"Mountain-200 Black, 38",Bikes,France,943.2882,Europe
SO52160,11422,Dustin,Deng,M,170000,Bachelors,Management,1251.9813,2294.99,"Mountain-200 Black, 46",Bikes,United Kingdom,1043.0087,Europe
SO59086,24089,Dustin,Yuan,M,40000,Bachelors,Professional,1082.51,1700.99,"Road-350-W Yellow, 48",Components,France,618.48,Europe
SO66741,11422,Dustin,Deng,M,170000,Bachelors,Management,461.4448,742.35,"Touring-3000 Yellow, 44",Clothing,United Kingdom,280.9052,Europe
SO70013,11422,Dustin,Deng,M,170000,Bachelors,Management,343.6496,539.99,"Road-750 Black, 58",Components,United Kingdom,196.3404,Europe
SO70665,28569,Dustin,Jai,M,40000,Partial College,Clerical,713.0798,1120.49,"Road-550-W Yellow, 38",Components,France,407.4102,Europe
SO47269,28512,Dwayne,Alonso,M,20000,Partial College,Manual,1105.81,2049.0982,"Mountain-200 Black, 46",Bikes,France,943.2882,Europe
SO47280,11615,Dwayne,Navarro,M,40000,Bachelors,Skilled Manual,1117.8559,2071.4196,"Mountain-200 Silver, 38",Bikes,United Kingdom,953.5637,Europe
SO51232,11615,Dwayne,Navarro,M,40000,Bachelors,Skilled Manual,461.4448,742.35,"Touring-3000 Yellow, 58",Clothing,United Kingdom,280.9052,Europe
SO56126,11615,Dwayne,Navarro,M,40000,Bachelors,Skilled Manual,1265.6195,2319.99,"Mountain-200 Silver, 38",Bikes,United Kingdom,1054.3705,Europe
SO71502,24091,Dwayne,Munoz,M,40000,Bachelors,Professional,1554.9479,2443.35,"Road-250 Black, 48",Components,Germany,888.4021,Europe
SO72592,22800,Dwayne,Alvarez,M,90000,High School,Professional,1265.6195,2319.99,"Mountain-200 Silver, 38",Bikes,France,1054.3705,Europe
SO73632,28527,Dwayne,Rubio,M,10000,High School,Manual,343.6496,539.99,"Road-750 Black, 44",Components,United Kingdom,196.3404,Europe
SO48601,28728,Dylan,Long,M,20000,Partial High School,Manual,1105.81,2049.0982,"Mountain-200 Black, 46",Bikes,France,943.2882,Europe
SO68081,23231,Dylan,Moore,M,30000,High School,Manual,343.6496,539.99,"Road-750 Black, 58",Components,France,196.3404,Europe
SO44479,29391,Ebony,Chandra,F,40000,Bachelors,Professional,1898.0944,3374.99,"Mountain-100 Black, 44",Bikes,Germany,1476.8956,Europe
SO45455,14163,Ebony,Garcia,F,40000,Graduate Degree,Clerical,2171.2942,3578.27,"Road-150 Red, 62",Components,Germany,1406.9758,Europe
SO46184,14834,Ebony,Jimenez,F,30000,Partial College,Clerical,2171.2942,3578.27,"Road-150 Red, 44",Components,Germany,1406.9758,Europe
SO47307,20711,Ebony,Sanz,F,40000,Bachelors,Skilled Manual,486.7066,782.99,"Road-650 Black, 60",Components,United Kingdom,296.2834,Europe
SO48214,16409,Ebony,Moreno,F,30000,Bachelors,Skilled Manual,1518.7864,2443.35,"Road-250 Red, 44",Components,Germany,924.5636,Europe
SO48671,12270,Ebony,Ramos,F,30000,Graduate Degree,Clerical,1105.81,2049.0982,"Mountain-200 Black, 42",Bikes,Germany,943.2882,Europe
SO49672,16259,Ebony,Sai,F,10000,Partial High School,Manual,1320.6838,2181.5625,"Road-250 Black, 58",Components,France,860.8787,Europe
SO49685,17959,Ebony,Srini,F,30000,Bachelors,Clerical,1320.6838,2181.5625,"Road-250 Black, 44",Components,United Kingdom,860.8787,Europe
SO51532,22808,Ebony,Suri,F,170000,Bachelors,Management,1554.9479,2443.35,"Road-250 Black, 48",Components,United Kingdom,888.4021,Europe
SO52773,29391,Ebony,Chandra,F,40000,Bachelors,Professional,343.6496,539.99,"Road-750 Black, 44",Components,Germany,196.3404,Europe
SO57803,16409,Ebony,Moreno,F,30000,Bachelors,Skilled Manual,1554.9479,2443.35,"Road-250 Black, 48",Components,Germany,888.4021,Europe
SO58648,20711,Ebony,Sanz,F,40000,Bachelors,Skilled Manual,1554.9479,2443.35,"Road-250 Black, 44",Components,United Kingdom,888.4021,Europe
SO59835,14163,Ebony,Garcia,F,40000,Graduate Degree,Clerical,1251.9813,2294.99,"Mountain-200 Black, 38",Bikes,Germany,1043.0087,Europe
SO61862,12270,Ebony,Ramos,F,30000,Graduate Degree,Clerical,1265.6195,2319.99,"Mountain-200 Silver, 42",Bikes,Germany,1054.3705,Europe
SO64904,17959,Ebony,Srini,F,30000,Bachelors,Clerical,294.5797,539.99,"Mountain-500 Black, 48",Bikes,United Kingdom,245.4103,Europe
SO70005,25531,Ebony,Patel,F,30000,Graduate Degree,Clerical,713.0798,1120.49,"Road-550-W Yellow, 38",Components,United Kingdom,407.4102,Europe
SO70856,25683,Ebony,Ruiz,F,10000,Graduate Degree,Manual,755.1508,1214.85,"Touring-2000 Blue, 50",Clothing,France,459.6992,Europe
SO71215,28428,Ebony,Alvarez,F,30000,Partial College,Clerical,343.6496,539.99,"Road-750 Black, 44",Components,United Kingdom,196.3404,Europe
SO72354,14163,Ebony,Garcia,F,40000,Graduate Degree,Clerical,343.6496,539.99,"Road-750 Black, 52",Components,Germany,196.3404,Europe
SO72595,16259,Ebony,Sai,F,10000,Partial High School,Manual,294.5797,539.99,"Mountain-500 Black, 52",Bikes,France,245.4103,Europe
SO72652,14834,Ebony,Jimenez,F,30000,Partial College,Clerical,419.7784,769.49,"Mountain-400-W Silver, 38",Bikes,Germany,349.7116,Europe
SO47245,16420,Eddie,Alonso,M,20000,High School,Manual,1320.6838,2181.5625,"Road-250 Black, 48",Components,United Kingdom,860.8787,Europe
SO49410,17184,Eddie,Dominguez,M,130000,Partial College,Professional,1518.7864,2443.35,"Road-250 Red, 48",Components,Germany,924.5636,Europe
SO52277,21041,Eddie,Serrano,M,20000,Partial College,Manual,343.6496,539.99,"Road-750 Black, 44",Components,France,196.3404,Europe
SO61416,17184,Eddie,Dominguez,M,130000,Partial College,Professional,1481.9379,2384.07,"Touring-1000 Blue, 46",Clothing,Germany,902.1321,Europe
SO64390,17184,Eddie,Dominguez,M,130000,Partial College,Professional,1265.6195,2319.99,"Mountain-200 Silver, 42",Bikes,Germany,1054.3705,Europe
SO67956,28370,Eddie,Gutierrez,M,30000,Bachelors,Clerical,343.6496,539.99,"Road-750 Black, 44",Components,United Kingdom,196.3404,Europe
SO68202,16420,Eddie,Alonso,M,20000,High School,Manual,419.7784,769.49,"Mountain-400-W Silver, 46",Bikes,United Kingdom,349.7116,Europe
SO46278,19496,Edgar,Subram,M,30000,Partial College,Clerical,413.1463,699.0982,"Road-650 Red, 44",Components,Germany,285.9519,Europe
SO46719,11604,Edgar,Sanchez,M,30000,Partial College,Clerical,1105.81,2049.0982,"Mountain-200 Black, 46",Bikes,United Kingdom,943.2882,Europe
SO54267,11604,Edgar,Sanchez,M,30000,Partial College,Clerical,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,United Kingdom,1054.3705,Europe
SO54816,19496,Edgar,Subram,M,30000,Partial College,Clerical,713.0798,1120.49,"Road-550-W Yellow, 48",Components,Germany,407.4102,Europe
SO68513,11604,Edgar,Sanchez,M,30000,Partial College,Clerical,1481.9379,2384.07,"Touring-1000 Blue, 54",Clothing,United Kingdom,902.1321,Europe
SO68883,27131,Edgar,Madan,M,60000,Graduate Degree,Skilled Manual,343.6496,539.99,"Road-750 Black, 44",Components,United Kingdom,196.3404,Europe
SO70590,25486,Edgar,Rodriguez,M,30000,Partial College,Clerical,343.6496,539.99,"Road-750 Black, 52",Components,Germany,196.3404,Europe
SO47339,15626,Eduardo,White,M,40000,Partial College,Clerical,1320.6838,2181.5625,"Road-250 Red, 58",Components,Germany,860.8787,Europe
SO47890,16263,Eduardo,Robinson,M,40000,Bachelors,Clerical,1518.7864,2443.35,"Road-250 Red, 52",Components,Germany,924.5636,Europe
SO49919,17796,Eduardo,Taylor,M,10000,Partial High School,Manual,1320.6838,2181.5625,"Road-250 Red, 58",Components,Germany,860.8787,Europe
SO55382,15626,Eduardo,White,M,40000,Partial College,Clerical,1481.9379,2384.07,"Touring-1000 Yellow, 46",Clothing,Germany,902.1321,Europe
SO60057,17796,Eduardo,Taylor,M,10000,Partial High School,Manual,1082.51,1700.99,"Road-350-W Yellow, 40",Components,Germany,618.48,Europe
SO61667,15626,Eduardo,White,M,40000,Partial College,Clerical,1265.6195,2319.99,"Mountain-200 Silver, 42",Bikes,Germany,1054.3705,Europe
SO64894,27132,Eduardo,Gonzalez,M,10000,Partial College,Manual,343.6496,539.99,"Road-750 Black, 58",Components,United Kingdom,196.3404,Europe
SO66151,16263,Eduardo,Robinson,M,40000,Bachelors,Clerical,1481.9379,2384.07,"Touring-1000 Yellow, 50",Clothing,Germany,902.1321,Europe
SO66641,16263,Eduardo,Robinson,M,40000,Bachelors,Clerical,1251.9813,2294.99,"Mountain-200 Black, 38",Bikes,Germany,1043.0087,Europe
SO67958,26818,Eduardo,Coleman,M,10000,High School,Manual,1481.9379,2384.07,"Touring-1000 Yellow, 60",Clothing,Germany,902.1321,Europe
SO44719,14700,Edward,Edwards,M,40000,Bachelors,Skilled Manual,2171.2942,3578.27,"Road-150 Red, 52",Components,United Kingdom,1406.9758,Europe
SO50404,11382,Edward,Patterson,M,20000,Partial College,Manual,1105.81,2049.0982,"Mountain-200 Black, 38",Bikes,France,943.2882,Europe
SO52846,11382,Edward,Patterson,M,20000,Partial College,Manual,1251.9813,2294.99,"Mountain-200 Black, 46",Bikes,France,1043.0087,Europe
SO59828,26931,Edward,Lopez,M,30000,Graduate Degree,Clerical,343.6496,539.99,"Road-750 Black, 52",Components,United Kingdom,196.3404,Europe
SO68407,14700,Edward,Edwards,M,40000,Bachelors,Skilled Manual,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,United Kingdom,1043.0087,Europe
SO45186,14991,Edwin,Zhao,M,30000,Partial College,Clerical,2171.2942,3578.27,"Road-150 Red, 52",Components,United Kingdom,1406.9758,Europe
SO47824,16267,Edwin,Chen,M,30000,Bachelors,Skilled Manual,1518.7864,2443.35,"Road-250 Red, 44",Components,Germany,924.5636,Europe
SO48562,17085,Edwin,Deng,M,40000,Bachelors,Skilled Manual,1320.6838,2181.5625,"Road-250 Black, 48",Components,United Kingdom,860.8787,Europe
SO48613,14965,Edwin,Zhou,M,30000,Partial College,Clerical,1320.6838,2181.5625,"Road-250 Black, 48",Components,France,860.8787,Europe
SO50082,20874,Edwin,Lal,M,20000,Partial College,Manual,486.7066,782.99,"Road-650 Red, 62",Components,Germany,296.2834,Europe
SO50171,16288,Edwin,Shen,M,30000,Partial College,Clerical,1320.6838,2181.5625,"Road-250 Black, 48",Components,France,860.8787,Europe
SO60193,17085,Edwin,Deng,M,40000,Bachelors,Skilled Manual,419.7784,769.49,"Mountain-400-W Silver, 42",Bikes,United Kingdom,349.7116,Europe
SO62512,14991,Edwin,Zhao,M,30000,Partial College,Clerical,461.4448,742.35,"Touring-3000 Yellow, 62",Clothing,United Kingdom,280.9052,Europe
SO62639,14965,Edwin,Zhou,M,30000,Partial College,Clerical,294.5797,539.99,"Mountain-500 Black, 52",Bikes,France,245.4103,Europe
SO67407,20874,Edwin,Lal,M,20000,Partial College,Manual,713.0798,1120.49,"Road-550-W Yellow, 40",Components,Germany,407.4102,Europe
SO69094,24068,Edwin,Yang,M,40000,Bachelors,Clerical,1554.9479,2443.35,"Road-250 Black, 48",Components,Germany,888.4021,Europe
SO71285,16267,Edwin,Chen,M,30000,Bachelors,Skilled Manual,294.5797,539.99,"Mountain-500 Black, 52",Bikes,Germany,245.4103,Europe
SO72655,14991,Edwin,Zhao,M,30000,Partial College,Clerical,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,United Kingdom,1054.3705,Europe
SO72740,16288,Edwin,Shen,M,30000,Partial College,Clerical,308.2179,564.99,"Mountain-500 Silver, 44",Bikes,France,256.7721,Europe
SO68675,23443,Elijah,Jai,M,30000,Partial College,Clerical,343.6496,539.99,"Road-750 Black, 48",Components,France,196.3404,Europe
SO72266,25575,Elijah,Campbell,M,30000,Graduate Degree,Clerical,343.6496,539.99,"Road-750 Black, 52",Components,Germany,196.3404,Europe
SO74022,25577,Elijah,Wright,M,30000,Graduate Degree,Clerical,713.0798,1120.49,"Road-550-W Yellow, 44",Components,United Kingdom,407.4102,Europe
SO45199,29476,Elizabeth,Bradley,F,20000,Partial College,Manual,1912.1544,3399.99,"Mountain-100 Silver, 44",Bikes,Germany,1487.8356,Europe
SO70028,21057,Elizabeth,Butler,F,80000,Bachelors,Skilled Manual,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,Germany,1054.3705,Europe
SO44228,11333,Emily,Miller,F,20000,Graduate Degree,Clerical,1912.1544,3399.99,"Mountain-100 Silver, 38",Bikes,United Kingdom,1487.8356,Europe
SO51306,11333,Emily,Miller,F,20000,Graduate Degree,Clerical,1265.6195,2319.99,"Mountain-200 Silver, 42",Bikes,United Kingdom,1054.3705,Europe
SO62135,11333,Emily,Miller,F,20000,Graduate Degree,Clerical,1481.9379,2384.07,"Touring-1000 Blue, 54",Clothing,United Kingdom,902.1321,Europe
SO44652,28407,Emma,Miller,F,30000,Partial College,Clerical,1898.0944,3374.99,"Mountain-100 Black, 44",Bikes,France,1476.8956,Europe
SO45149,14941,Emma,Patterson,F,20000,High School,Manual,2171.2942,3578.27,"Road-150 Red, 56",Components,United Kingdom,1406.9758,Europe
SO59549,14941,Emma,Patterson,F,20000,High School,Manual,461.4448,742.35,"Touring-3000 Yellow, 54",Clothing,United Kingdom,280.9052,Europe
SO71571,14941,Emma,Patterson,F,20000,High School,Manual,1265.6195,2319.99,"Mountain-200 Silver, 38",Bikes,United Kingdom,1054.3705,Europe
SO44344,14427,Emmanuel,Patel,M,130000,Partial College,Professional,2171.2942,3578.27,"Road-150 Red, 62",Components,United Kingdom,1406.9758,Europe
SO47648,12263,Emmanuel,Garcia,M,20000,Partial College,Manual,1117.8559,2071.4196,"Mountain-200 Silver, 46",Bikes,United Kingdom,953.5637,Europe
SO48990,12559,Emmanuel,Lopez,M,20000,Bachelors,Clerical,1105.81,2049.0982,"Mountain-200 Black, 46",Bikes,United Kingdom,943.2882,Europe
SO58071,12263,Emmanuel,Garcia,M,20000,Partial College,Manual,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,United Kingdom,1043.0087,Europe
SO59837,12559,Emmanuel,Lopez,M,20000,Bachelors,Clerical,1265.6195,2319.99,"Mountain-200 Silver, 42",Bikes,United Kingdom,1054.3705,Europe
SO61034,14427,Emmanuel,Patel,M,130000,Partial College,Professional,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,United Kingdom,1054.3705,Europe
SO64507,12559,Emmanuel,Lopez,M,20000,Bachelors,Clerical,755.1508,1214.85,"Touring-2000 Blue, 60",Clothing,United Kingdom,459.6992,Europe
SO65066,14427,Emmanuel,Patel,M,130000,Partial College,Professional,1481.9379,2384.07,"Touring-1000 Blue, 50",Clothing,United Kingdom,902.1321,Europe
SO65890,24850,Emmanuel,Perez,M,120000,Bachelors,Management,294.5797,539.99,"Mountain-500 Black, 42",Bikes,Germany,245.4103,Europe
SO70573,29362,Emmanuel,Chandra,M,20000,Partial College,Manual,461.4448,742.35,"Touring-3000 Yellow, 50",Clothing,Germany,280.9052,Europe
SO74092,12263,Emmanuel,Garcia,M,20000,Partial College,Manual,1481.9379,2384.07,"Touring-1000 Blue, 54",Clothing,United Kingdom,902.1321,Europe
SO45100,19428,Eric,Turner,M,30000,Bachelors,Clerical,413.1463,699.0982,"Road-650 Red, 44",Components,Germany,285.9519,Europe
SO51389,19428,Eric,Turner,M,30000,Bachelors,Clerical,713.0798,1120.49,"Road-550-W Yellow, 40",Components,Germany,407.4102,Europe
SO69237,27130,Eric,Parker,M,60000,Graduate Degree,Skilled Manual,343.6496,539.99,"Road-750 Black, 58",Components,United Kingdom,196.3404,Europe
SO46759,16033,Erica,Lin,F,10000,Graduate Degree,Manual,1320.6838,2181.5625,"Road-250 Black, 44",Components,United Kingdom,860.8787,Europe
SO46919,11481,Erica,Hu,F,40000,Bachelors,Skilled Manual,1105.81,2049.0982,"Mountain-200 Black, 46",Bikes,Germany,943.2882,Europe
SO48269,20863,Erica,Xu,F,40000,Graduate Degree,Clerical,486.7066,782.99,"Road-650 Red, 62",Components,United Kingdom,296.2834,Europe
SO51575,22323,Erica,Liang,F,40000,Partial College,Clerical,1554.9479,2443.35,"Road-250 Black, 48",Components,France,888.4021,Europe
SO51576,11481,Erica,Hu,F,40000,Bachelors,Skilled Manual,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,Germany,1054.3705,Europe
SO56594,11481,Erica,Hu,F,40000,Bachelors,Skilled Manual,343.6496,539.99,"Road-750 Black, 58",Components,Germany,196.3404,Europe
SO60901,16033,Erica,Lin,F,10000,Graduate Degree,Manual,419.7784,769.49,"Mountain-400-W Silver, 40",Bikes,United Kingdom,349.7116,Europe
SO64799,20863,Erica,Xu,F,40000,Graduate Degree,Clerical,1554.9479,2443.35,"Road-250 Black, 52",Components,United Kingdom,888.4021,Europe
SO67762,27009,Erica,Lu,F,40000,Partial College,Clerical,343.6496,539.99,"Road-750 Black, 58",Components,United Kingdom,196.3404,Europe
SO70857,25452,Erica,Wu,F,30000,Bachelors,Clerical,1481.9379,2384.07,"Touring-1000 Blue, 46",Clothing,France,902.1321,Europe
SO72969,22816,Erica,Cai,F,120000,Bachelors,Management,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,Germany,1043.0087,Europe
SO74072,16033,Erica,Lin,F,10000,Graduate Degree,Manual,461.4448,742.35,"Touring-3000 Yellow, 50",Clothing,United Kingdom,280.9052,Europe
SO46571,15668,Erick,Fernandez,M,40000,Graduate Degree,Clerical,2171.2942,3578.27,"Road-150 Red, 52",Components,United Kingdom,1406.9758,Europe
SO46710,11484,Erick,Sai,M,40000,Partial College,Clerical,1117.8559,2071.4196,"Mountain-200 Silver, 46",Bikes,Germany,953.5637,Europe
SO48839,16567,Erick,Lopez,M,50000,Graduate Degree,Skilled Manual,1518.7864,2443.35,"Road-250 Red, 44",Components,Germany,924.5636,Europe
SO50906,17947,Erick,Srini,M,30000,Graduate Degree,Clerical,1320.6838,2181.5625,"Road-250 Black, 58",Components,Germany,860.8787,Europe
SO51482,11484,Erick,Sai,M,40000,Partial College,Clerical,1251.9813,2294.99,"Mountain-200 Black, 38",Bikes,Germany,1043.0087,Europe
SO53413,26399,Erick,Gonzalez,M,120000,Bachelors,Management,1554.9479,2443.35,"Road-250 Black, 52",Components,Germany,888.4021,Europe
SO55379,11484,Erick,Sai,M,40000,Partial College,Clerical,343.6496,539.99,"Road-750 Black, 48",Components,Germany,196.3404,Europe
SO63814,28405,Erick,Malhotra,M,40000,Bachelors,Skilled Manual,713.0798,1120.49,"Road-550-W Yellow, 48",Components,Germany,407.4102,Europe
SO66016,17947,Erick,Srini,M,30000,Graduate Degree,Clerical,1082.51,1700.99,"Road-350-W Yellow, 42",Components,Germany,618.48,Europe
SO66211,16567,Erick,Lopez,M,50000,Graduate Degree,Skilled Manual,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,Germany,1043.0087,Europe
SO67476,28742,Erick,Vance,M,40000,Bachelors,Skilled Manual,1481.9379,2384.07,"Touring-1000 Blue, 50",Clothing,United Kingdom,902.1321,Europe
SO70085,16567,Erick,Lopez,M,50000,Graduate Degree,Skilled Manual,1481.9379,2384.07,"Touring-1000 Yellow, 50",Clothing,Germany,902.1321,Europe
SO71141,25448,Erick,Sara,M,40000,Bachelors,Clerical,713.0798,1120.49,"Road-550-W Yellow, 48",Components,United Kingdom,407.4102,Europe
SO73660,15668,Erick,Fernandez,M,40000,Graduate Degree,Clerical,1265.6195,2319.99,"Mountain-200 Silver, 38",Bikes,United Kingdom,1054.3705,Europe
SO44704,29403,Erik,Romero,M,40000,Bachelors,Skilled Manual,1898.0944,3374.99,"Mountain-100 Black, 44",Bikes,Germany,1476.8956,Europe
SO48522,15064,Erik,Rubio,M,30000,Bachelors,Clerical,1518.7864,2443.35,"Road-250 Red, 52",Components,France,924.5636,Europe
SO53719,22481,Erik,Ortega,M,30000,Bachelors,Skilled Manual,343.6496,539.99,"Road-750 Black, 48",Components,Germany,196.3404,Europe
SO55611,29403,Erik,Romero,M,40000,Bachelors,Skilled Manual,343.6496,539.99,"Road-750 Black, 44",Components,Germany,196.3404,Europe
SO56860,22464,Erik,Sanz,M,40000,Graduate Degree,Clerical,1554.9479,2443.35,"Road-250 Red, 58",Components,France,888.4021,Europe
SO62514,26976,Erik,Serrano,M,30000,High School,Manual,461.4448,742.35,"Touring-3000 Yellow, 58",Clothing,France,280.9052,Europe
SO64840,25613,Erik,Ruiz,M,20000,Partial College,Manual,755.1508,1214.85,"Touring-2000 Blue, 54",Clothing,France,459.6992,Europe
SO65031,15064,Erik,Rubio,M,30000,Bachelors,Clerical,294.5797,539.99,"Mountain-500 Black, 40",Bikes,France,245.4103,Europe
SO70445,25312,Erik,Ramos,M,40000,Partial College,Clerical,713.0798,1120.49,"Road-550-W Yellow, 38",Components,United Kingdom,407.4102,Europe
SO46701,15114,Erika,Munoz,F,110000,Partial College,Professional,1320.6838,2181.5625,"Road-250 Black, 48",Components,Germany,860.8787,Europe
SO47293,19192,Erika,Ruiz,F,40000,Partial College,Clerical,605.6492,1000.4375,"Road-550-W Yellow, 42",Components,United Kingdom,394.7883,Europe
SO47627,16444,Erika,Carlson,F,40000,Bachelors,Skilled Manual,1518.7864,2443.35,"Road-250 Red, 52",Components,United Kingdom,924.5636,Europe
SO48593,12394,Erika,Serrano,F,20000,Partial High School,Manual,1105.81,2049.0982,"Mountain-200 Black, 46",Bikes,United Kingdom,943.2882,Europe
SO50800,11590,Erika,Diaz,F,30000,Partial College,Clerical,1105.81,2049.0982,"Mountain-200 Black, 46",Bikes,France,943.2882,Europe
SO51317,26994,Erika,Torres,F,40000,Bachelors,Skilled Manual,713.0798,1120.49,"Road-550-W Yellow, 38",Components,France,407.4102,Europe
SO54204,16444,Erika,Carlson,F,40000,Bachelors,Skilled Manual,419.7784,769.49,"Mountain-400-W Silver, 38",Bikes,United Kingdom,349.7116,Europe
SO54656,15114,Erika,Munoz,F,110000,Partial College,Professional,1481.9379,2384.07,"Touring-1000 Yellow, 60",Clothing,Germany,902.1321,Europe
SO58474,11590,Erika,Diaz,F,30000,Partial College,Clerical,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,France,1054.3705,Europe
SO59408,12394,Erika,Serrano,F,20000,Partial High School,Manual,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,United Kingdom,1043.0087,Europe
SO60163,12394,Erika,Serrano,F,20000,Partial High School,Manual,755.1508,1214.85,"Touring-2000 Blue, 50",Clothing,United Kingdom,459.6992,Europe
SO62589,15114,Erika,Munoz,F,110000,Partial College,Professional,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,Germany,1043.0087,Europe
SO66781,19192,Erika,Ruiz,F,40000,Partial College,Clerical,294.5797,539.99,"Mountain-500 Black, 44",Bikes,United Kingdom,245.4103,Europe
SO68733,20878,Erika,Ortega,F,30000,Bachelors,Clerical,713.0798,1120.49,"Road-550-W Yellow, 48",Components,France,407.4102,Europe
SO43807,11611,Ernest,Lin,M,20000,Partial High School,Manual,2171.2942,3578.27,"Road-150 Red, 48",Components,France,1406.9758,Europe
SO45862,14827,Ernest,Xu,M,30000,Partial College,Clerical,2171.2942,3578.27,"Road-150 Red, 48",Components,Germany,1406.9758,Europe
SO46420,13511,Ernest,Liu,M,10000,Partial College,Manual,2171.2942,3578.27,"Road-150 Red, 52",Components,France,1406.9758,Europe
SO61093,11611,Ernest,Lin,M,20000,Partial High School,Manual,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,France,1043.0087,Europe
SO64103,27122,Ernest,Liang,M,20000,Partial College,Manual,461.4448,742.35,"Touring-3000 Blue, 54",Clothing,France,280.9052,Europe
SO72795,14827,Ernest,Xu,M,30000,Partial College,Clerical,419.7784,769.49,"Mountain-400-W Silver, 42",Bikes,Germany,349.7116,Europe
SO73189,13511,Ernest,Liu,M,10000,Partial College,Manual,1265.6195,2319.99,"Mountain-200 Silver, 38",Bikes,France,1054.3705,Europe
SO46138,13405,Ethan,Bryant,M,110000,Partial College,Professional,2171.2942,3578.27,"Road-150 Red, 44",Components,France,1406.9758,Europe
SO48439,17651,Ethan,Butler,M,40000,Partial College,Clerical,605.6492,1000.4375,"Road-550-W Yellow, 48",Components,France,394.7883,Europe
SO50840,16436,Ethan,Henderson,M,30000,Partial College,Clerical,1320.6838,2181.5625,"Road-250 Red, 58",Components,France,860.8787,Europe
SO54419,17651,Ethan,Butler,M,40000,Partial College,Clerical,461.4448,742.35,"Touring-3000 Yellow, 54",Clothing,France,280.9052,Europe
SO60832,13405,Ethan,Bryant,M,110000,Partial College,Professional,1481.9379,2384.07,"Touring-1000 Yellow, 54",Clothing,France,902.1321,Europe
SO60896,13405,Ethan,Bryant,M,110000,Partial College,Professional,1251.9813,2294.99,"Mountain-200 Black, 46",Bikes,France,1043.0087,Europe
SO61379,16436,Ethan,Henderson,M,30000,Partial College,Clerical,1554.9479,2443.35,"Road-250 Black, 52",Components,France,888.4021,Europe
SO62702,13405,Ethan,Bryant,M,110000,Partial College,Professional,1554.9479,2443.35,"Road-250 Black, 58",Components,France,888.4021,Europe
SO71508,17651,Ethan,Butler,M,40000,Partial College,Clerical,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,France,1054.3705,Europe
SO44686,14712,Eugene,Liu,M,30000,High School,Manual,2171.2942,3578.27,"Road-150 Red, 52",Components,United Kingdom,1406.9758,Europe
SO46920,11609,Eugene,Ye,M,30000,Partial College,Clerical,1105.81,2049.0982,"Mountain-200 Black, 46",Bikes,United Kingdom,943.2882,Europe
